text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,box_path
"A well-dressed individual stands holding a tablet, amidst a group of seated people in a room with brick walls and soft lighting.",/datadrive3/pure_data/videos/4486704.mp4,993,1920,1080,/datadrive3/pure_data/masks/4486704,4486704,0,992,/datadrive3/pure_data/boxs/4486704
"Two individuals in aprons stand in a kitchen, suggesting a cooking activity or culinary preparation.",/datadrive3/pure_data/videos/4253356.mp4,732,1920,1012,/datadrive3/pure_data/masks/4253356,4253356,0,731,/datadrive3/pure_data/boxs/4253356
 man getting his fishing rod ready for fishing,/datadrive3/pure_data/videos/4822329.mp4,1531,1920,1012,/datadrive3/pure_data/masks/4822329,4822329,0,1530,/datadrive3/pure_data/boxs/4822329
"Two individuals are closely huddled over a notebook, one holding a pen, in a room with a window covered by blinds.",/datadrive3/pure_data/videos/4698262.mp4,486,1920,1080,/datadrive3/pure_data/masks/4698262,4698262,0,485,/datadrive3/pure_data/boxs/4698262
 city construction girl bridge,/datadrive3/pure_data/videos/4613375.mp4,305,1920,1012,/datadrive3/pure_data/masks/4613375,4613375,0,304,/datadrive3/pure_data/boxs/4613375
 man standing while holding a flag,/datadrive3/pure_data/videos/4994319.mp4,210,606,1080,/datadrive3/pure_data/masks/4994319,4994319,0,209,/datadrive3/pure_data/boxs/4994319
"In an intimate indoor setting, two individuals wearing a white and a pink shirt sit closely together, conveying a sense of companionship and comfort.",/datadrive3/pure_data/videos/4297226.mp4,223,1920,1080,/datadrive3/pure_data/masks/4297226,4297226,0,222,/datadrive3/pure_data/boxs/4297226
 close up shot of the plants in the lake,/datadrive3/pure_data/videos/4402634.mp4,149,1920,1080,/datadrive3/pure_data/masks/4402634,4402634,0,148,/datadrive3/pure_data/boxs/4402634
 man working out at the gym,/datadrive3/pure_data/videos/4742754.mp4,350,1920,1080,/datadrive3/pure_data/masks/4742754,4742754,0,349,/datadrive3/pure_data/boxs/4742754
 person tying her shoe lace,/datadrive3/pure_data/videos/5034565.mp4,305,1920,1080,/datadrive3/pure_data/masks/5034565,5034565,0,304,/datadrive3/pure_data/boxs/5034565
 close up video of a healthy food,/datadrive3/pure_data/videos/4974384.mp4,300,1920,1080,/datadrive3/pure_data/masks/4974384,4974384,0,299,/datadrive3/pure_data/boxs/4974384
 a person wearing protective clothing cleaning the room,/datadrive3/pure_data/videos/4145633.mp4,191,1920,1080,/datadrive3/pure_data/masks/4145633,4145633,0,190,/datadrive3/pure_data/boxs/4145633
 tracking shot of a street in england,/datadrive3/pure_data/videos/4937562.mp4,81,1920,1080,/datadrive3/pure_data/masks/4937562,4937562,0,80,/datadrive3/pure_data/boxs/4937562
 a boxer showing his punching prowess,/datadrive3/pure_data/videos/4761710.mp4,451,1920,1012,/datadrive3/pure_data/masks/4761710,4761710,0,450,/datadrive3/pure_data/boxs/4761710
A person in a dark suit is typing on a laptop at a wooden table while another individual with curly hair takes notes.,/datadrive3/pure_data/videos/4426530.mp4,225,1920,1080,/datadrive3/pure_data/masks/4426530,4426530,0,224,/datadrive3/pure_data/boxs/4426530
"A clear blue sky provides a backdrop for a building with a metallic roof and multiple chimneys, some featuring red brickwork.",/datadrive3/pure_data/videos/4783896.mp4,21,1920,1012,/datadrive3/pure_data/masks/4783896,4783896,0,20,/datadrive3/pure_data/boxs/4783896
 a man leaning over a railing while holding a laptop and a coffee cup,/datadrive3/pure_data/videos/4569936.mp4,266,1920,1080,/datadrive3/pure_data/masks/4569936,4569936,0,265,/datadrive3/pure_data/boxs/4569936
"A person with tattoos on their arms stands confidently under a bridge, basking in the sunlight while wearing a mesh top and cargo pants.",/datadrive3/pure_data/videos/4738047.mp4,607,568,1080,/datadrive3/pure_data/masks/4738047,4738047,0,606,/datadrive3/pure_data/boxs/4738047
 father and son spending time together,/datadrive3/pure_data/videos/4961735.mp4,494,1920,1080,/datadrive3/pure_data/masks/4961735,4961735,0,493,/datadrive3/pure_data/boxs/4961735
 close up of a couple holding their hands while walking,/datadrive3/pure_data/videos/4668197.mp4,376,1920,1080,/datadrive3/pure_data/masks/4668197,4668197,0,375,/datadrive3/pure_data/boxs/4668197
 legs girl bedroom standing,/datadrive3/pure_data/videos/4153805.mp4,1484,568,1080,/datadrive3/pure_data/masks/4153805,4153805,0,1483,/datadrive3/pure_data/boxs/4153805
 woman dancing in the street,/datadrive3/pure_data/videos/4540336.mp4,391,606,1080,/datadrive3/pure_data/masks/4540336,4540336,0,390,/datadrive3/pure_data/boxs/4540336
"A person unpacks a pair of newly purchased jeans from a plastic wrapper, revealing its light blue denim fabric.",/datadrive3/pure_data/videos/4440954.mp4,315,1920,1080,/datadrive3/pure_data/masks/4440954,4440954,0,314,/datadrive3/pure_data/boxs/4440954
 person holding a tennis ball,/datadrive3/pure_data/videos/4753306.mp4,460,1920,1080,/datadrive3/pure_data/masks/4753306,4753306,0,459,/datadrive3/pure_data/boxs/4753306
"Two individuals stand in a vibrant arcade filled with colorful machines and dim overhead lighting, creating an atmosphere of playful leisure.",/datadrive3/pure_data/videos/4842189.mp4,549,1920,1012,/datadrive3/pure_data/masks/4842189,4842189,0,548,/datadrive3/pure_data/boxs/4842189
 woman blowing a yellow balloon,/datadrive3/pure_data/videos/4584813.mp4,255,1920,1080,/datadrive3/pure_data/masks/4584813,4584813,0,254,/datadrive3/pure_data/boxs/4584813
 close up view of a person slicing an onion,/datadrive3/pure_data/videos/4968942.mp4,466,1920,1012,/datadrive3/pure_data/masks/4968942,4968942,0,465,/datadrive3/pure_data/boxs/4968942
 hand transparent candy dessert,/datadrive3/pure_data/videos/4659834.mp4,718,1920,1012,/datadrive3/pure_data/masks/4659834,4659834,0,717,/datadrive3/pure_data/boxs/4659834
 close up of coffee beans in a bean hopper,/datadrive3/pure_data/videos/4369686.mp4,197,1920,1080,/datadrive3/pure_data/masks/4369686,4369686,0,196,/datadrive3/pure_data/boxs/4369686
 trainer explaining an exercise to a woman,/datadrive3/pure_data/videos/4838218.mp4,527,1920,1080,/datadrive3/pure_data/masks/4838218,4838218,0,526,/datadrive3/pure_data/boxs/4838218
 a kid drawing a rainbow with crayons on a paper,/datadrive3/pure_data/videos/4550966.mp4,273,1920,1080,/datadrive3/pure_data/masks/4550966,4550966,0,272,/datadrive3/pure_data/boxs/4550966
 red woman art blue,/datadrive3/pure_data/videos/4646250.mp4,184,1920,1012,/datadrive3/pure_data/masks/4646250,4646250,0,183,/datadrive3/pure_data/boxs/4646250
 a statue of a horse,/datadrive3/pure_data/videos/4909585.mp4,319,1920,1080,/datadrive3/pure_data/masks/4909585,4909585,0,318,/datadrive3/pure_data/boxs/4909585
 motorboat on the sea,/datadrive3/pure_data/videos/4592897.mp4,320,1280,720,/datadrive3/pure_data/masks/4592897,4592897,0,319,/datadrive3/pure_data/boxs/4592897
 backpackers at a train station,/datadrive3/pure_data/videos/4874721.mp4,126,1920,1080,/datadrive3/pure_data/masks/4874721,4874721,0,125,/datadrive3/pure_data/boxs/4874721
 siblings spending time together,/datadrive3/pure_data/videos/4962102.mp4,386,1920,1080,/datadrive3/pure_data/masks/4962102,4962102,0,385,/datadrive3/pure_data/boxs/4962102
 drone shot of high rise buildings in the city,/datadrive3/pure_data/videos/4193143.mp4,218,1920,1078,/datadrive3/pure_data/masks/4193143,4193143,0,217,/datadrive3/pure_data/boxs/4193143
"Two people sit in a dimly lit room, one holding a tablet with a dragon sketch, and the other drawing with a stylus.",/datadrive3/pure_data/videos/4125748.mp4,1463,1920,1012,/datadrive3/pure_data/masks/4125748,4125748,0,1462,/datadrive3/pure_data/boxs/4125748
 a gecko clinging on a concrete step,/datadrive3/pure_data/videos/4802493.mp4,600,606,1080,/datadrive3/pure_data/masks/4802493,4802493,0,599,/datadrive3/pure_data/boxs/4802493
"An adult, clad in a casual grey top and jeans, lovingly holds a baby wearing a striped outfit, near a sofa in a sunlit room.",/datadrive3/pure_data/videos/4961368.mp4,76,1920,1080,/datadrive3/pure_data/masks/4961368,4961368,0,75,/datadrive3/pure_data/boxs/4961368
 a person walking on a dirt road,/datadrive3/pure_data/videos/4254123.mp4,244,1920,1012,/datadrive3/pure_data/masks/4254123,4254123,0,243,/datadrive3/pure_data/boxs/4254123
"A person with long hair, wearing a black top and a silver bracelet, stands in front of a dark background with their hands covering where the face would be.",/datadrive3/pure_data/videos/4587910.mp4,240,1920,1080,/datadrive3/pure_data/masks/4587910,4587910,0,239,/datadrive3/pure_data/boxs/4587910
"An individual with curly hair leans on a metal railing by a calm waterway, under a clear sky with a streetlight standing tall in the background.",/datadrive3/pure_data/videos/4613297.mp4,1010,568,1080,/datadrive3/pure_data/masks/4613297,4613297,0,1009,/datadrive3/pure_data/boxs/4613297
 smoothing the edges of a skateboard,/datadrive3/pure_data/videos/4888871.mp4,264,1920,1012,/datadrive3/pure_data/masks/4888871,4888871,0,263,/datadrive3/pure_data/boxs/4888871
 a man painting black lines on his face,/datadrive3/pure_data/videos/4788409.mp4,245,1920,1012,/datadrive3/pure_data/masks/4788409,4788409,0,244,/datadrive3/pure_data/boxs/4788409
 dawn ocean sunrise hawaii,/datadrive3/pure_data/videos/4188337.mp4,187,1920,1012,/datadrive3/pure_data/masks/4188337,4188337,0,186,/datadrive3/pure_data/boxs/4188337
 makeup preparation gender diversity,/datadrive3/pure_data/videos/4718693.mp4,70,568,1080,/datadrive3/pure_data/masks/4718693,4718693,0,69,/datadrive3/pure_data/boxs/4718693
 a woman in protective suit disinfecting the kitchen,/datadrive3/pure_data/videos/4144986.mp4,239,1920,1080,/datadrive3/pure_data/masks/4144986,4144986,0,238,/datadrive3/pure_data/boxs/4144986
 man using a computer,/datadrive3/pure_data/videos/4928287.mp4,518,1920,1080,/datadrive3/pure_data/masks/4928287,4928287,0,517,/datadrive3/pure_data/boxs/4928287
"Several marble tiles in different shades of beige are laid out on a table, with a green fern leaf resting on one of them.",/datadrive3/pure_data/videos/4475358.mp4,226,1920,1080,/datadrive3/pure_data/masks/4475358,4475358,0,225,/datadrive3/pure_data/boxs/4475358
 a couple spending time together,/datadrive3/pure_data/videos/4842919.mp4,381,1920,1080,/datadrive3/pure_data/masks/4842919,4842919,0,380,/datadrive3/pure_data/boxs/4842919
 video of woman doing stretching exercises,/datadrive3/pure_data/videos/4764221.mp4,366,1920,1080,/datadrive3/pure_data/masks/4764221,4764221,0,365,/datadrive3/pure_data/boxs/4764221
"A woman prepares breakfast in her cozy kitchen, surrounded by hanging plants and avocados on a cutting board.",/datadrive3/pure_data/videos/4361068.mp4,552,1920,1080,/datadrive3/pure_data/masks/4361068,4361068,0,551,/datadrive3/pure_data/boxs/4361068
 woman smilling on a boat,/datadrive3/pure_data/videos/4927623.mp4,147,1920,1012,/datadrive3/pure_data/masks/4927623,4927623,0,146,/datadrive3/pure_data/boxs/4927623
A person grills chicken skewers and sausages in a stone barbecue with smoky charcoals below.,/datadrive3/pure_data/videos/4466727.mp4,611,1920,1080,/datadrive3/pure_data/masks/4466727,4466727,0,610,/datadrive3/pure_data/boxs/4466727
 path golf golfer cart,/datadrive3/pure_data/videos/4320244.mp4,209,1920,1080,/datadrive3/pure_data/masks/4320244,4320244,0,208,/datadrive3/pure_data/boxs/4320244
 white cat on grass,/datadrive3/pure_data/videos/4781735.mp4,79,1280,720,/datadrive3/pure_data/masks/4781735,4781735,0,78,/datadrive3/pure_data/boxs/4781735
 woman in an upside down position on a rope,/datadrive3/pure_data/videos/5025845.mp4,147,1920,1080,/datadrive3/pure_data/masks/5025845,5025845,0,146,/datadrive3/pure_data/boxs/5025845
 man discussing project proposals in a meeting,/datadrive3/pure_data/videos/4629795.mp4,304,1920,1080,/datadrive3/pure_data/masks/4629795,4629795,0,303,/datadrive3/pure_data/boxs/4629795
 hand bed bedroom home,/datadrive3/pure_data/videos/4153246.mp4,526,1920,1012,/datadrive3/pure_data/masks/4153246,4153246,0,525,/datadrive3/pure_data/boxs/4153246
 food holiday festive sparkler,/datadrive3/pure_data/videos/4684329.mp4,333,568,1080,/datadrive3/pure_data/masks/4684329,4684329,0,332,/datadrive3/pure_data/boxs/4684329
 cars lights night singapore,/datadrive3/pure_data/videos/4238530.mp4,5,882,540,/datadrive3/pure_data/masks/4238530,4238530,0,4,/datadrive3/pure_data/boxs/4238530
"Two individuals stand side by side, one in a dark shirt with decorative epaulets, the other in a white blouse with ruffled details, near a window in a room with beige walls.",/datadrive3/pure_data/videos/5035829.mp4,1203,1920,1012,/datadrive3/pure_data/masks/5035829,5035829,0,1202,/datadrive3/pure_data/boxs/5035829
 a woman climbing a mountain rock,/datadrive3/pure_data/videos/4490476.mp4,600,1920,1080,/datadrive3/pure_data/masks/4490476,4490476,0,599,/datadrive3/pure_data/boxs/4490476
 video of woman moving her hands,/datadrive3/pure_data/videos/4217918.mp4,381,1280,720,/datadrive3/pure_data/masks/4217918,4217918,0,380,/datadrive3/pure_data/boxs/4217918
 a person typing on a laptop keyboard,/datadrive3/pure_data/videos/4496268.mp4,462,1920,1080,/datadrive3/pure_data/masks/4496268,4496268,0,461,/datadrive3/pure_data/boxs/4496268
 reflection makeup preparation gender,/datadrive3/pure_data/videos/4716633.mp4,357,568,1080,/datadrive3/pure_data/masks/4716633,4716633,0,356,/datadrive3/pure_data/boxs/4716633
"A serene figure lies enveloped in soft, translucent fabric, adorned with delicate flowers, gently holding a pink rose to their chest.",/datadrive3/pure_data/videos/4788139.mp4,1342,568,1080,/datadrive3/pure_data/masks/4788139,4788139,0,1341,/datadrive3/pure_data/boxs/4788139
 man in white shirt doing skateboard tricks,/datadrive3/pure_data/videos/4832023.mp4,270,606,1080,/datadrive3/pure_data/masks/4832023,4832023,0,269,/datadrive3/pure_data/boxs/4832023
A person in black trousers and a white shirt gracefully dances at the edge of a tranquil sea under a vast blue sky.,/datadrive3/pure_data/videos/4736828.mp4,1509,1920,1012,/datadrive3/pure_data/masks/4736828,4736828,0,1508,/datadrive3/pure_data/boxs/4736828
"A barista with a tattooed arm operates an espresso machine, as steam rises from the milk frother and a small cup sits on the drip tray.",/datadrive3/pure_data/videos/4796961.mp4,466,1920,1012,/datadrive3/pure_data/masks/4796961,4796961,0,465,/datadrive3/pure_data/boxs/4796961
"Two individuals appear in close proximity, one with a visible necklace, hinting at a personal and possibly intimate interaction.",/datadrive3/pure_data/videos/4668584.mp4,244,1920,1080,/datadrive3/pure_data/masks/4668584,4668584,0,243,/datadrive3/pure_data/boxs/4668584
 person cooking on a griller,/datadrive3/pure_data/videos/4909057.mp4,25,1920,1080,/datadrive3/pure_data/masks/4909057,4909057,0,24,/datadrive3/pure_data/boxs/4909057
Two individuals are seated closely on a patterned sofa with one person dressed in a red shirt and the other in a striped garment.,/datadrive3/pure_data/videos/5036308.mp4,657,1920,1012,/datadrive3/pure_data/masks/5036308,5036308,0,656,/datadrive3/pure_data/boxs/5036308
 close up video of woman wearing pink hijab,/datadrive3/pure_data/videos/4728760.mp4,100,1920,1080,/datadrive3/pure_data/masks/4728760,4728760,0,99,/datadrive3/pure_data/boxs/4728760
 a town view from a balcony,/datadrive3/pure_data/videos/4427766.mp4,401,606,1080,/datadrive3/pure_data/masks/4427766,4427766,0,400,/datadrive3/pure_data/boxs/4427766
 feminine word on woman s chest,/datadrive3/pure_data/videos/4830857.mp4,65,1920,1080,/datadrive3/pure_data/masks/4830857,4830857,0,64,/datadrive3/pure_data/boxs/4830857
 me too hashtag on woman s shoulder,/datadrive3/pure_data/videos/4830854.mp4,36,606,1080,/datadrive3/pure_data/masks/4830854,4830854,0,35,/datadrive3/pure_data/boxs/4830854
 woman dancing gracefully inside the old house,/datadrive3/pure_data/videos/4990400.mp4,906,606,1080,/datadrive3/pure_data/masks/4990400,4990400,0,905,/datadrive3/pure_data/boxs/4990400
 lambs drinking milk from an ewe at a pasture,/datadrive3/pure_data/videos/4483543.mp4,2100,1920,1080,/datadrive3/pure_data/masks/4483543,4483543,0,2099,/datadrive3/pure_data/boxs/4483543
 boat amusement park attraction teenager,/datadrive3/pure_data/videos/4836114.mp4,86,1920,1012,/datadrive3/pure_data/masks/4836114,4836114,0,85,/datadrive3/pure_data/boxs/4836114
 man and woman doing exercise with a medicine ball,/datadrive3/pure_data/videos/4866849.mp4,168,1920,1080,/datadrive3/pure_data/masks/4866849,4866849,0,167,/datadrive3/pure_data/boxs/4866849
 person standing on pavement while turning his skateboard,/datadrive3/pure_data/videos/4824405.mp4,309,606,1080,/datadrive3/pure_data/masks/4824405,4824405,0,308,/datadrive3/pure_data/boxs/4824405
 container of fresh milk on a kitchen top,/datadrive3/pure_data/videos/4146093.mp4,102,1920,1080,/datadrive3/pure_data/masks/4146093,4146093,0,101,/datadrive3/pure_data/boxs/4146093
"Two individuals are engaged in a conversation while sitting on a neatly made bed, with one holding a mug and natural light streaming through the sheer curtains.",/datadrive3/pure_data/videos/4649521.mp4,427,1920,1080,/datadrive3/pure_data/masks/4649521,4649521,0,426,/datadrive3/pure_data/boxs/4649521
A person wearing black pants and sneakers rides a skateboard with green wheels on a paved path in a park.,/datadrive3/pure_data/videos/5027079.mp4,775,1920,1012,/datadrive3/pure_data/masks/5027079,5027079,0,774,/datadrive3/pure_data/boxs/5027079
A shirtless runner jogs along a sunlit pathway flanked by lush greenery and towering city skyscrapers under a clear blue sky.,/datadrive3/pure_data/videos/4804823.mp4,57,1920,1080,/datadrive3/pure_data/masks/4804823,4804823,0,56,/datadrive3/pure_data/boxs/4804823
 man dance on the street while walking,/datadrive3/pure_data/videos/4770932.mp4,195,1920,1080,/datadrive3/pure_data/masks/4770932,4770932,0,194,/datadrive3/pure_data/boxs/4770932
 an orange hanging on a tree,/datadrive3/pure_data/videos/4936730.mp4,504,1920,1080,/datadrive3/pure_data/masks/4936730,4936730,0,503,/datadrive3/pure_data/boxs/4936730
 man brushing his skateboard,/datadrive3/pure_data/videos/4888838.mp4,386,1920,1012,/datadrive3/pure_data/masks/4888838,4888838,0,385,/datadrive3/pure_data/boxs/4888838
 person walking on the beach,/datadrive3/pure_data/videos/4974445.mp4,804,606,1080,/datadrive3/pure_data/masks/4974445,4974445,0,803,/datadrive3/pure_data/boxs/4974445
 couple hiking on the mountain,/datadrive3/pure_data/videos/4762837.mp4,651,568,1080,/datadrive3/pure_data/masks/4762837,4762837,0,650,/datadrive3/pure_data/boxs/4762837
 low angle shot of basketball hoop,/datadrive3/pure_data/videos/4965417.mp4,175,1920,1080,/datadrive3/pure_data/masks/4965417,4965417,0,174,/datadrive3/pure_data/boxs/4965417
 a woman with a headache,/datadrive3/pure_data/videos/4587914.mp4,376,1920,1080,/datadrive3/pure_data/masks/4587914,4587914,0,375,/datadrive3/pure_data/boxs/4587914
 baby mother pregnancy newborn,/datadrive3/pure_data/videos/4314408.mp4,270,1920,1080,/datadrive3/pure_data/masks/4314408,4314408,0,269,/datadrive3/pure_data/boxs/4314408
Two individuals with their backs against each other stand shirtless against a weathered blue backdrop.,/datadrive3/pure_data/videos/4701486.mp4,216,960,540,/datadrive3/pure_data/masks/4701486,4701486,0,215,/datadrive3/pure_data/boxs/4701486
 water pouring from huge bucket,/datadrive3/pure_data/videos/4929172.mp4,154,606,1080,/datadrive3/pure_data/masks/4929172,4929172,0,153,/datadrive3/pure_data/boxs/4929172
 rotating shot of a fruit,/datadrive3/pure_data/videos/4225153.mp4,377,1920,1080,/datadrive3/pure_data/masks/4225153,4225153,0,376,/datadrive3/pure_data/boxs/4225153
 clsoe up video of euro bills,/datadrive3/pure_data/videos/4813224.mp4,63,1920,1080,/datadrive3/pure_data/masks/4813224,4813224,0,62,/datadrive3/pure_data/boxs/4813224
 a man carrying a longboard,/datadrive3/pure_data/videos/5029240.mp4,435,568,1080,/datadrive3/pure_data/masks/5029240,5029240,0,434,/datadrive3/pure_data/boxs/5029240
 a duck paddling on water,/datadrive3/pure_data/videos/4796942.mp4,1050,1920,1012,/datadrive3/pure_data/masks/4796942,4796942,0,1049,/datadrive3/pure_data/boxs/4796942
A man with a gold chain and blonde-tipped hair stands in a room with a security camera and a sign on the wall.,/datadrive3/pure_data/videos/4770512.mp4,318,606,1080,/datadrive3/pure_data/masks/4770512,4770512,0,317,/datadrive3/pure_data/boxs/4770512
 close up video of deep fried sliced potatoes,/datadrive3/pure_data/videos/4813410.mp4,327,1920,1080,/datadrive3/pure_data/masks/4813410,4813410,0,326,/datadrive3/pure_data/boxs/4813410
 man walking on the desert holding a camera,/datadrive3/pure_data/videos/4507440.mp4,749,1920,1080,/datadrive3/pure_data/masks/4507440,4507440,0,748,/datadrive3/pure_data/boxs/4507440
"A woman with an intricately styled updo and a delicate earring gazes out, her floral blouse complementing the blurred lilac blossoms in the foreground.",/datadrive3/pure_data/videos/4974433.mp4,789,568,1080,/datadrive3/pure_data/masks/4974433,4974433,0,788,/datadrive3/pure_data/boxs/4974433
 couple watching on smartphone,/datadrive3/pure_data/videos/4473327.mp4,729,1920,1080,/datadrive3/pure_data/masks/4473327,4473327,0,728,/datadrive3/pure_data/boxs/4473327
 woman wearing apron while using a laptop,/datadrive3/pure_data/videos/4378033.mp4,382,1920,1080,/datadrive3/pure_data/masks/4378033,4378033,0,381,/datadrive3/pure_data/boxs/4378033
 man showing his hands,/datadrive3/pure_data/videos/4994320.mp4,272,606,1080,/datadrive3/pure_data/masks/4994320,4994320,0,271,/datadrive3/pure_data/boxs/4994320
 young happy man looking at the camera,/datadrive3/pure_data/videos/4824117.mp4,285,1920,1080,/datadrive3/pure_data/masks/4824117,4824117,0,284,/datadrive3/pure_data/boxs/4824117
 a person walking while holding a cup,/datadrive3/pure_data/videos/4615494.mp4,782,1920,1080,/datadrive3/pure_data/masks/4615494,4615494,0,781,/datadrive3/pure_data/boxs/4615494
 a woman cleaning the television,/datadrive3/pure_data/videos/4440697.mp4,66,1920,1080,/datadrive3/pure_data/masks/4440697,4440697,0,65,/datadrive3/pure_data/boxs/4440697
 a man using his laptop,/datadrive3/pure_data/videos/4629771.mp4,300,1920,1080,/datadrive3/pure_data/masks/4629771,4629771,0,299,/datadrive3/pure_data/boxs/4629771
 woman play a guitar for her girlfriend,/datadrive3/pure_data/videos/4647511.mp4,458,640,360,/datadrive3/pure_data/masks/4647511,4647511,0,457,/datadrive3/pure_data/boxs/4647511
"A woman walks down a tree-lined street carrying shopping bags, with historic architecture and parked cars in the background.",/datadrive3/pure_data/videos/4930510.mp4,340,1920,1080,/datadrive3/pure_data/masks/4930510,4930510,0,339,/datadrive3/pure_data/boxs/4930510
 car vehicle fix repair,/datadrive3/pure_data/videos/4482373.mp4,1072,568,1080,/datadrive3/pure_data/masks/4482373,4482373,0,1071,/datadrive3/pure_data/boxs/4482373
"A person holds their skirt with their left hand, blurring the lights outside the window with their right arm.",/datadrive3/pure_data/videos/4774979.mp4,511,1920,1080,/datadrive3/pure_data/masks/4774979,4774979,0,510,/datadrive3/pure_data/boxs/4774979
 man laughing while being touched a person s hands,/datadrive3/pure_data/videos/4834403.mp4,298,1920,1080,/datadrive3/pure_data/masks/4834403,4834403,0,297,/datadrive3/pure_data/boxs/4834403
 man driving a motorbike on the road,/datadrive3/pure_data/videos/4309718.mp4,448,1920,1080,/datadrive3/pure_data/masks/4309718,4309718,0,447,/datadrive3/pure_data/boxs/4309718
"A monkey sits on a stone ledge, delicately handling something with its hands, against a backdrop of dense foliage.",/datadrive3/pure_data/videos/4441039.mp4,602,1920,1080,/datadrive3/pure_data/masks/4441039,4441039,0,601,/datadrive3/pure_data/boxs/4441039
"A person with green hair is ascending an escalator, dressed in a pinstripe suit and a white T-shirt, bathed in sunbeams.",/datadrive3/pure_data/videos/4770690.mp4,90,606,1080,/datadrive3/pure_data/masks/4770690,4770690,0,89,/datadrive3/pure_data/boxs/4770690
 a person using a sound mixer,/datadrive3/pure_data/videos/4451460.mp4,456,1920,1012,/datadrive3/pure_data/masks/4451460,4451460,0,455,/datadrive3/pure_data/boxs/4451460
 a couple kissing each other,/datadrive3/pure_data/videos/4667571.mp4,360,1920,1080,/datadrive3/pure_data/masks/4667571,4667571,0,359,/datadrive3/pure_data/boxs/4667571
"A person sits on a striped bed holding a bottle, with a bowl of tortilla chips in the foreground.",/datadrive3/pure_data/videos/4711009.mp4,114,568,1080,/datadrive3/pure_data/masks/4711009,4711009,0,113,/datadrive3/pure_data/boxs/4711009
 a close up shot of a bee on a yellow flower,/datadrive3/pure_data/videos/4288006.mp4,1446,1920,1080,/datadrive3/pure_data/masks/4288006,4288006,0,1445,/datadrive3/pure_data/boxs/4288006
A person in a beanie and jacket holds a cardboard box next to a white van on a sunny day.,/datadrive3/pure_data/videos/4169768.mp4,263,1920,1080,/datadrive3/pure_data/masks/4169768,4169768,0,262,/datadrive3/pure_data/boxs/4169768
 participants wearing colorful costumes in a street parade,/datadrive3/pure_data/videos/4819102.mp4,5,1920,1080,/datadrive3/pure_data/masks/4819102,4819102,0,4,/datadrive3/pure_data/boxs/4819102
 a woman seared on a concrete bridge leaning on the railings,/datadrive3/pure_data/videos/4613097.mp4,616,1920,1012,/datadrive3/pure_data/masks/4613097,4613097,0,615,/datadrive3/pure_data/boxs/4613097
 close up shot of a man s hand using a phone,/datadrive3/pure_data/videos/4333086.mp4,138,1920,1080,/datadrive3/pure_data/masks/4333086,4333086,0,137,/datadrive3/pure_data/boxs/4333086
"A vibrant display of colorful light streaks, creating dynamic lines and shapes across a dark background.",/datadrive3/pure_data/videos/4990320.mp4,300,1920,1080,/datadrive3/pure_data/masks/4990320,4990320,0,299,/datadrive3/pure_data/boxs/4990320
 woman raising her hands,/datadrive3/pure_data/videos/4938470.mp4,338,1920,1012,/datadrive3/pure_data/masks/4938470,4938470,0,337,/datadrive3/pure_data/boxs/4938470
 close up shot of cup of coffee and eyeglasses,/datadrive3/pure_data/videos/4326421.mp4,160,1920,1080,/datadrive3/pure_data/masks/4326421,4326421,0,159,/datadrive3/pure_data/boxs/4326421
"A black car is speeding down a nighttime street, with blurred lights and motion lines emphasizing the rapid movement.",/datadrive3/pure_data/videos/4238501.mp4,120,948,540,/datadrive3/pure_data/masks/4238501,4238501,0,119,/datadrive3/pure_data/boxs/4238501
 shallow focus of two iced juice in drinking glass,/datadrive3/pure_data/videos/4718412.mp4,179,1920,1080,/datadrive3/pure_data/masks/4718412,4718412,0,178,/datadrive3/pure_data/boxs/4718412
 woman going up the stairs,/datadrive3/pure_data/videos/4459505.mp4,328,1920,1080,/datadrive3/pure_data/masks/4459505,4459505,0,327,/datadrive3/pure_data/boxs/4459505
 a man getting his haircut done,/datadrive3/pure_data/videos/4718409.mp4,302,1920,1080,/datadrive3/pure_data/masks/4718409,4718409,0,301,/datadrive3/pure_data/boxs/4718409
 hands texture marble stone,/datadrive3/pure_data/videos/4661332.mp4,582,1920,1012,/datadrive3/pure_data/masks/4661332,4661332,0,581,/datadrive3/pure_data/boxs/4661332
"Two individuals sit on the floor among cardboard moving boxes, with one of them writing in a notebook.",/datadrive3/pure_data/videos/4278143.mp4,186,1920,1080,/datadrive3/pure_data/masks/4278143,4278143,0,185,/datadrive3/pure_data/boxs/4278143
 waves crashing on the shore,/datadrive3/pure_data/videos/5038048.mp4,249,1920,1080,/datadrive3/pure_data/masks/5038048,5038048,0,248,/datadrive3/pure_data/boxs/5038048
 a man sitting on a bench,/datadrive3/pure_data/videos/5034581.mp4,300,1920,1080,/datadrive3/pure_data/masks/5034581,5034581,0,299,/datadrive3/pure_data/boxs/5034581
 couple arguing while drinking a coffee,/datadrive3/pure_data/videos/4701499.mp4,325,960,540,/datadrive3/pure_data/masks/4701499,4701499,0,324,/datadrive3/pure_data/boxs/4701499
 young woman wearing crop tank top and denim jeans,/datadrive3/pure_data/videos/4725203.mp4,63,606,1080,/datadrive3/pure_data/masks/4725203,4725203,0,62,/datadrive3/pure_data/boxs/4725203
